IdVenta,IdProducto,IdCliente,IdTiempo,IdGeografia,IdSucursal,IdPromocion,IdMetodoPago,Cantidad,Monto_Bruto,Monto_Descuento,Monto_Neto
2018,4,10,20250803,3,1,3,4,8,2560.00,512.0,2048.0
2059,6,5,20250701,7,1,3,4,1,210.00,42.0,168.0
2171,7,5,20230202,6,1,3,4,4,7400.00,1480.0,5920.0
2306,2,7,20240719,12,1,3,4,3,7500.00,1500.0,6000.0
2410,6,9,20231104,8,1,3,4,10,2100.00,420.0,1680.0
2429,4,4,20240617,9,1,3,4,3,960.00,192.0,768.0
2515,1,9,20231031,1,1,3,4,2,8400.00,1680.0,6720.0
2581,7,8,20231128,7,1,3,4,5,9250.00,1850.0,7400.0
2706,6,9,20230220,3,1,3,4,8,1680.00,336.0,1344.0
2894,9,4,20230818,13,1,3,4,9,2520.00,504.0,2016.0
2963,1,2,20240121,9,1,3,4,8,33600.00,6720.0,26880.0
2993,8,11,20240505,4,1,3,4,7,6650.00,1330.0,5320.0
3141,1,9,20250911,8,1,3,4,5,21000.00,4200.0,16800.0
3224,8,8,20250330,11,1,3,4,5,4750.00,950.0,3800.0
3326,5,9,20230222,10,1,3,4,7,4760.00,952.0,3808.0
3369,8,10,20230125,8,1,3,4,7,6650.00,1330.0,5320.0
3480,2,2,20230729,5,1,3,4,1,2500.00,500.0,2000.0
3517,9,4,20240423,10,1,3,4,4,1120.00,224.0,896.0
3547,6,6,20231119,10,1,3,4,7,1470.00,294.0,1176.0
3679,3,2,20230109,3,1,3,4,6,30600.00,6120.0,24480.0
3803,6,5,20230615,6,1,3,4,1,210.00,42.0,168.0
3885,6,9,20240103,15,1,3,4,7,1470.00,294.0,1176.0
3901,11,9,20230117,7,1,3,4,5,4750.00,950.0,3800.0
3902,10,10,20240130,5,1,3,4,6,2340.00,468.0,1872.0
3971,8,4,20241126,4,1,3,4,9,8550.00,1710.0,6840.0
4018,5,2,20230408,10,1,3,4,10,6800.00,1360.0,5440.0
4126,8,1,20250714,4,1,3,4,9,8550.00,1710.0,6840.0
4200,7,5,20250512,15,1,3,4,6,11100.00,2220.0,8880.0
4241,3,1,20240131,12,1,3,4,3,15300.00,3060.0,12240.0
4293,4,2,20240509,12,1,3,4,7,2240.00,448.0,1792.0
4377,6,5,20231224,12,1,3,4,7,1470.00,294.0,1176.0
4413,5,8,20241106,8,1,3,4,10,6800.00,1360.0,5440.0
4420,9,11,20240803,4,1,3,4,5,1400.00,280.0,1120.0
4425,7,4,20230301,10,1,3,4,1,1850.00,370.0,1480.0
4571,11,11,20240120,12,1,3,4,1,950.00,190.0,760.0
4622,2,7,20240605,2,1,3,4,5,12500.00,2500.0,10000.0
4656,11,8,20250619,15,1,3,4,4,3800.00,760.0,3040.0
4763,9,8,20250826,3,1,3,4,7,1960.00,392.0,1568.0
4807,10,1,20251222,5,1,3,4,4,1560.00,312.0,1248.0
5096,11,1,20251110,4,1,3,4,6,5700.00,1140.0,4560.0
5204,10,9,20240311,13,1,3,4,9,3510.00,702.0,2808.0
5212,7,3,20240908,14,1,3,4,8,14800.00,2960.0,11840.0
5264,5,9,20240104,15,1,3,4,2,1360.00,272.0,1088.0
5520,8,11,20251001,2,1,3,4,6,5700.00,1140.0,4560.0
5528,1,5,20241008,1,1,3,4,2,8400.00,1680.0,6720.0
5709,1,4,20250504,4,1,3,4,6,25200.00,5040.0,20160.0
5741,5,3,20240520,13,1,3,4,6,4080.00,816.0,3264.0
5809,1,6,20250503,15,1,3,4,3,12600.00,2520.0,10080.0
5838,6,10,20230905,5,1,3,4,8,1680.00,336.0,1344.0
5917,4,7,20231017,6,1,3,4,1,320.00,64.0,256.0
6308,8,8,20250427,11,1,3,4,4,3800.00,760.0,3040.0
6388,11,4,20241113,11,1,3,4,10,9500.00,1900.0,7600.0
6411,10,5,20250304,1,1,3,4,10,3900.00,780.0,3120.0
6583,5,1,20251118,5,1,3,4,6,4080.00,816.0,3264.0
6723,9,11,20230614,11,1,3,4,1,280.00,56.0,224.0
6838,5,5,20240831,9,1,3,4,10,6800.00,1360.0,5440.0
7005,5,10,20241107,8,1,3,4,5,3400.00,680.0,2720.0
7130,7,11,20231115,14,1,3,4,1,1850.00,370.0,1480.0
7182,6,6,20250608,13,1,3,4,2,420.00,84.0,336.0
7285,3,7,20240530,10,1,3,4,10,51000.00,10200.0,40800.0
7317,10,5,20230726,10,1,3,4,6,2340.00,468.0,1872.0
7432,11,7,20230117,2,1,3,4,8,7600.00,1520.0,6080.0
7484,4,7,20250806,4,1,3,4,6,1920.00,384.0,1536.0
7613,4,1,20241031,4,1,3,4,10,3200.00,640.0,2560.0
7614,10,1,20250126,8,1,3,4,10,3900.00,780.0,3120.0
7673,6,7,20250216,10,1,3,4,2,420.00,84.0,336.0
7889,5,5,20240502,5,1,3,4,7,4760.00,952.0,3808.0
7908,6,11,20240829,12,1,3,4,9,1890.00,378.0,1512.0
7950,2,2,20250923,4,1,3,4,9,22500.00,4500.0,18000.0
8046,4,3,20250708,14,1,3,4,7,2240.00,448.0,1792.0
8079,1,10,20230704,5,1,3,4,8,33600.00,6720.0,26880.0
8093,3,9,20250526,13,1,3,4,1,5100.00,1020.0,4080.0
8174,4,2,20251104,13,1,3,4,5,1600.00,320.0,1280.0
8270,8,5,20250612,12,1,3,4,10,9500.00,1900.0,7600.0
8369,2,10,20240816,5,1,3,4,9,22500.00,4500.0,18000.0
8485,4,5,20240223,9,1,3,4,5,1600.00,320.0,1280.0
8583,7,2,20230606,5,1,3,4,7,12950.00,2590.0,10360.0
8848,11,10,20230204,7,1,3,4,4,3800.00,760.0,3040.0
8870,6,7,20230530,10,1,3,4,1,210.00,42.0,168.0
8960,1,3,20250705,1,1,3,4,6,25200.00,5040.0,20160.0
9009,6,4,20251025,8,1,3,4,7,1470.00,294.0,1176.0
9074,2,8,20231222,14,1,3,4,3,7500.00,1500.0,6000.0
9286,8,3,20231116,4,1,3,4,2,1900.00,380.0,1520.0
9467,7,10,20240307,5,1,3,4,8,14800.00,2960.0,11840.0
9504,1,9,20251206,9,1,3,4,5,21000.00,4200.0,16800.0
9508,6,9,20230508,15,1,3,4,4,840.00,168.0,672.0
9845,2,11,20250213,8,1,3,4,3,7500.00,1500.0,6000.0
10049,10,6,20240316,10,1,3,4,1,390.00,78.0,312.0
10278,11,2,20250525,7,1,3,4,4,3800.00,760.0,3040.0
10338,7,3,20250819,5,1,3,4,8,14800.00,2960.0,11840.0
10362,8,9,20251108,1,1,3,4,1,950.00,190.0,760.0
10365,5,7,20231207,10,1,3,4,10,6800.00,1360.0,5440.0
10414,5,3,20251026,11,1,3,4,7,4760.00,952.0,3808.0
10468,10,8,20230902,4,1,3,4,3,1170.00,234.0,936.0
10903,6,3,20231016,11,1,3,4,1,210.00,42.0,168.0
10951,3,11,20240808,7,1,3,4,10,51000.00,10200.0,40800.0
10969,2,9,20250130,9,1,3,4,7,17500.00,3500.0,14000.0
11083,11,11,20250109,6,1,3,4,4,3800.00,760.0,3040.0
11156,2,9,20250813,13,1,3,4,10,25000.00,5000.0,20000.0
11158,6,1,20241214,8,1,3,4,6,1260.00,252.0,1008.0
11178,6,3,20230115,15,1,3,4,7,1470.00,294.0,1176.0
11292,7,6,20230510,6,1,3,4,6,11100.00,2220.0,8880.0
11433,5,7,20240608,7,1,3,4,3,2040.00,408.0,1632.0
11528,11,7,20230420,9,1,3,4,8,7600.00,1520.0,6080.0
11532,7,10,20250723,7,1,3,4,10,18500.00,3700.0,14800.0
11572,2,3,20240629,9,1,3,4,2,5000.00,1000.0,4000.0
11758,7,10,20230303,10,1,3,4,5,9250.00,1850.0,7400.0
11894,6,3,20240813,13,1,3,4,3,630.00,126.0,504.0
12123,5,6,20240518,4,1,3,4,5,3400.00,680.0,2720.0
12150,7,10,20231023,8,1,3,4,7,12950.00,2590.0,10360.0
12159,3,5,20250504,4,1,3,4,10,51000.00,10200.0,40800.0
12277,11,3,20250627,9,1,3,4,7,6650.00,1330.0,5320.0
12465,1,8,20231002,6,1,3,4,2,8400.00,1680.0,6720.0
12487,1,11,20241212,15,1,3,4,4,16800.00,3360.0,13440.0
12488,9,1,20230606,9,1,3,4,10,2800.00,560.0,2240.0
12503,7,9,20241020,1,1,3,4,4,7400.00,1480.0,5920.0
12532,10,1,20230219,14,1,3,4,3,1170.00,234.0,936.0
12865,7,6,20241015,9,1,3,4,10,18500.00,3700.0,14800.0
13159,1,8,20231030,8,1,3,4,8,33600.00,6720.0,26880.0
13228,4,1,20230819,8,1,3,4,1,320.00,64.0,256.0
13232,10,7,20230822,13,1,3,4,10,3900.00,780.0,3120.0
13277,2,8,20240827,11,1,3,4,10,25000.00,5000.0,20000.0
13349,9,8,20230422,6,1,3,4,1,280.00,56.0,224.0
13407,11,10,20241118,9,1,3,4,8,7600.00,1520.0,6080.0
13426,7,7,20250607,10,1,3,4,4,7400.00,1480.0,5920.0
13564,7,3,20231018,6,1,3,4,6,11100.00,2220.0,8880.0
13617,11,4,20240411,3,1,3,4,5,4750.00,950.0,3800.0
13693,2,6,20250721,13,1,3,4,6,15000.00,3000.0,12000.0
13724,11,6,20250723,1,1,3,4,9,8550.00,1710.0,6840.0
13783,5,5,20230928,9,1,3,4,5,3400.00,680.0,2720.0
13787,10,6,20240520,6,1,3,4,3,1170.00,234.0,936.0
13915,1,8,20251011,11,1,3,4,4,16800.00,3360.0,13440.0
14137,8,3,20240131,12,1,3,4,7,6650.00,1330.0,5320.0
14150,4,3,20230901,1,1,3,4,7,2240.00,448.0,1792.0
14254,2,9,20240925,1,1,3,4,9,22500.00,4500.0,18000.0
14313,5,11,20230527,14,1,3,4,8,5440.00,1088.0,4352.0
14343,9,11,20251024,7,1,3,4,4,1120.00,224.0,896.0
14359,10,6,20250909,7,1,3,4,1,390.00,78.0,312.0
14410,7,3,20251221,6,1,3,4,6,11100.00,2220.0,8880.0
14445,7,7,20240630,3,1,3,4,1,1850.00,370.0,1480.0
14464,5,2,20250705,12,1,3,4,9,6120.00,1224.0,4896.0
14548,6,8,20250126,6,1,3,4,10,2100.00,420.0,1680.0
14651,2,7,20240212,9,1,3,4,5,12500.00,2500.0,10000.0
14797,5,8,20250704,2,1,3,4,3,2040.00,408.0,1632.0
14949,8,8,20230413,12,1,3,4,3,2850.00,570.0,2280.0
14962,10,7,20240815,13,1,3,4,5,1950.00,390.0,1560.0
15032,6,10,20231102,13,1,3,4,1,210.00,42.0,168.0
15139,7,4,20250828,7,1,3,4,5,9250.00,1850.0,7400.0
15632,5,11,20231123,6,1,3,4,1,680.00,136.0,544.0
15829,9,8,20250109,3,1,3,4,7,1960.00,392.0,1568.0
15945,10,7,20230702,15,1,3,4,8,3120.00,624.0,2496.0
15972,11,10,20230413,11,1,3,4,10,9500.00,1900.0,7600.0
16040,4,3,20240327,3,1,3,4,7,2240.00,448.0,1792.0
16107,11,4,20251226,12,1,3,4,6,5700.00,1140.0,4560.0
16133,3,5,20251228,7,1,3,4,1,5100.00,1020.0,4080.0
16160,2,6,20251230,7,1,3,4,10,25000.00,5000.0,20000.0
16272,6,7,20240416,9,1,3,4,5,1050.00,210.0,840.0
16287,8,11,20230204,3,1,3,4,8,7600.00,1520.0,6080.0
16299,6,10,20230510,13,1,3,4,5,1050.00,210.0,840.0
16300,7,11,20240903,6,1,3,4,2,3700.00,740.0,2960.0
16332,6,11,20250208,13,1,3,4,9,1890.00,378.0,1512.0
16435,9,2,20231001,9,1,3,4,10,2800.00,560.0,2240.0
16575,9,1,20240808,5,1,3,4,3,840.00,168.0,672.0
16599,2,8,20240714,6,1,3,4,6,15000.00,3000.0,12000.0
16633,6,5,20250917,15,1,3,4,8,1680.00,336.0,1344.0
16685,6,6,20241101,12,1,3,4,7,1470.00,294.0,1176.0
16698,11,10,20240225,2,1,3,4,3,2850.00,570.0,2280.0
16716,3,3,20230605,10,1,3,4,8,40800.00,8160.0,32640.0
16958,8,6,20250222,4,1,3,4,8,7600.00,1520.0,6080.0
17128,2,1,20240823,6,1,3,4,5,12500.00,2500.0,10000.0
17258,5,2,20250331,2,1,3,4,9,6120.00,1224.0,4896.0
17893,10,1,20241026,2,1,3,4,7,2730.00,546.0,2184.0
18172,2,10,20250511,15,1,3,4,6,15000.00,3000.0,12000.0
18196,3,10,20241116,13,1,3,4,10,51000.00,10200.0,40800.0
18288,9,2,20250401,15,1,3,4,4,1120.00,224.0,896.0
18374,7,11,20250706,9,1,3,4,2,3700.00,740.0,2960.0
18471,2,5,20240701,1,1,3,4,7,17500.00,3500.0,14000.0
18481,9,1,20230104,11,1,3,4,5,1400.00,280.0,1120.0
18501,3,5,20240321,13,1,3,4,7,35700.00,7140.0,28560.0
18527,2,1,20240723,15,1,3,4,5,12500.00,2500.0,10000.0
18646,5,4,20240202,3,1,3,4,7,4760.00,952.0,3808.0
18683,8,8,20230903,9,1,3,4,1,950.00,190.0,760.0
18755,10,8,20240714,5,1,3,4,6,2340.00,468.0,1872.0
18961,3,8,20231027,12,1,3,4,7,35700.00,7140.0,28560.0
19204,1,2,20230610,13,1,3,4,8,33600.00,6720.0,26880.0
19298,1,1,20231016,11,1,3,4,10,42000.00,8400.0,33600.0
19326,8,4,20250702,14,1,3,4,2,1900.00,380.0,1520.0
19413,6,1,20250210,10,1,3,4,5,1050.00,210.0,840.0
19483,11,8,20251213,13,1,3,4,8,7600.00,1520.0,6080.0
19555,1,5,20230528,5,1,3,4,10,42000.00,8400.0,33600.0
19557,6,3,20240109,2,1,3,4,5,1050.00,210.0,840.0
19639,2,9,20241022,11,1,3,4,4,10000.00,2000.0,8000.0
19675,6,10,20250729,13,1,3,4,6,1260.00,252.0,1008.0
19945,7,9,20230526,1,1,3,4,6,11100.00,2220.0,8880.0
20016,1,11,20240317,14,1,3,4,9,37800.00,7560.0,30240.0
20057,11,9,20250830,5,1,3,4,4,3800.00,760.0,3040.0
20442,3,1,20251003,3,1,3,4,1,5100.00,1020.0,4080.0
20505,3,10,20240221,1,1,3,4,3,15300.00,3060.0,12240.0
20523,3,11,20230414,3,1,3,4,8,40800.00,8160.0,32640.0
20529,8,4,20230118,5,1,3,4,1,950.00,190.0,760.0
20546,11,5,20240201,14,1,3,4,10,9500.00,1900.0,7600.0
20627,4,9,20240504,15,1,3,4,6,1920.00,384.0,1536.0
20704,4,1,20231222,6,1,3,4,8,2560.00,512.0,2048.0
20734,3,9,20230112,6,1,3,4,6,30600.00,6120.0,24480.0
20766,1,5,20230105,15,1,3,4,5,21000.00,4200.0,16800.0
20956,9,2,20250808,1,1,3,4,8,2240.00,448.0,1792.0
21041,11,9,20240630,13,1,3,4,3,2850.00,570.0,2280.0
21190,5,7,20240301,15,1,3,4,7,4760.00,952.0,3808.0
21281,10,2,20240917,7,1,3,4,2,780.00,156.0,624.0
21298,2,9,20230309,3,1,3,4,7,17500.00,3500.0,14000.0
21381,7,4,20250218,5,1,3,4,3,5550.00,1110.0,4440.0
21603,10,5,20251015,13,1,3,4,5,1950.00,390.0,1560.0
21641,11,10,20241028,8,1,3,4,9,8550.00,1710.0,6840.0
21778,11,6,20240701,9,1,3,4,4,3800.00,760.0,3040.0
21827,10,4,20240423,10,1,3,4,9,3510.00,702.0,2808.0
21883,1,3,20241123,8,1,3,4,7,29400.00,5880.0,23520.0
22318,1,1,20240313,2,1,3,4,8,33600.00,6720.0,26880.0
22425,9,9,20240217,6,1,3,4,5,1400.00,280.0,1120.0
22480,8,7,20230811,2,1,3,4,5,4750.00,950.0,3800.0
22647,8,2,20250506,1,1,3,4,8,7600.00,1520.0,6080.0
22764,11,10,20231106,1,1,3,4,9,8550.00,1710.0,6840.0
22785,2,10,20250717,13,1,3,4,9,22500.00,4500.0,18000.0
23005,6,8,20240126,8,1,3,4,1,210.00,42.0,168.0
23045,9,8,20250117,5,1,3,4,10,2800.00,560.0,2240.0
23093,4,1,20230130,7,1,3,4,7,2240.00,448.0,1792.0
23387,11,10,20230504,14,1,3,4,10,9500.00,1900.0,7600.0
23467,5,6,20250122,9,1,3,4,1,680.00,136.0,544.0
23519,6,2,20241124,6,1,3,4,1,210.00,42.0,168.0
23525,8,7,20250412,8,1,3,4,6,5700.00,1140.0,4560.0
23539,5,5,20230705,6,1,3,4,5,3400.00,680.0,2720.0
23559,3,11,20240407,10,1,3,4,6,30600.00,6120.0,24480.0
23628,8,9,20250227,6,1,3,4,4,3800.00,760.0,3040.0
23697,11,4,20230725,1,1,3,4,2,1900.00,380.0,1520.0
23707,2,4,20231222,15,1,3,4,8,20000.00,4000.0,16000.0
23717,11,11,20240726,10,1,3,4,6,5700.00,1140.0,4560.0
23739,5,1,20240302,14,1,3,4,7,4760.00,952.0,3808.0
23860,6,6,20251027,13,1,3,4,9,1890.00,378.0,1512.0
23888,2,4,20240526,5,1,3,4,9,22500.00,4500.0,18000.0
23971,2,3,20230601,5,1,3,4,2,5000.00,1000.0,4000.0
23975,5,4,20240320,1,1,3,4,8,5440.00,1088.0,4352.0
23976,11,3,20240811,10,1,3,4,2,1900.00,380.0,1520.0
24003,3,5,20250718,5,1,3,4,7,35700.00,7140.0,28560.0
24133,7,6,20250604,4,1,3,4,9,16650.00,3330.0,13320.0
24296,4,8,20240826,10,1,3,4,8,2560.00,512.0,2048.0
24395,10,9,20241016,8,1,3,4,10,3900.00,780.0,3120.0
24596,8,8,20230831,3,1,3,4,4,3800.00,760.0,3040.0
24732,4,7,20240130,11,1,3,4,8,2560.00,512.0,2048.0
25013,2,2,20241006,7,1,3,4,3,7500.00,1500.0,6000.0
25044,10,2,20250605,8,1,3,4,9,3510.00,702.0,2808.0
25108,7,6,20251218,8,1,3,4,6,11100.00,2220.0,8880.0
25147,4,6,20231203,1,1,3,4,6,1920.00,384.0,1536.0
25264,6,2,20230113,8,1,3,4,7,1470.00,294.0,1176.0
25476,11,4,20240923,4,1,3,4,10,9500.00,1900.0,7600.0
25703,1,3,20230425,6,1,3,4,4,16800.00,3360.0,13440.0
25747,10,3,20250518,7,1,3,4,7,2730.00,546.0,2184.0
25797,9,11,20240519,11,1,3,4,5,1400.00,280.0,1120.0
25898,5,9,20230210,5,1,3,4,4,2720.00,544.0,2176.0
26022,4,1,20241104,12,1,3,4,7,2240.00,448.0,1792.0
26215,5,10,20251108,10,1,3,4,1,680.00,136.0,544.0
26306,7,3,20250811,10,1,3,4,9,16650.00,3330.0,13320.0
26314,4,1,20250215,3,1,3,4,4,1280.00,256.0,1024.0
26318,10,2,20230112,3,1,3,4,9,3510.00,702.0,2808.0
26375,1,2,20250312,13,1,3,4,3,12600.00,2520.0,10080.0
26428,9,7,20231006,8,1,3,4,5,1400.00,280.0,1120.0
26662,5,5,20231202,12,1,3,4,2,1360.00,272.0,1088.0
26667,2,9,20241226,15,1,3,4,8,20000.00,4000.0,16000.0
26678,5,6,20250716,1,1,3,4,3,2040.00,408.0,1632.0
26731,9,9,20250127,11,1,3,4,3,840.00,168.0,672.0
26766,1,7,20230827,13,1,3,4,4,16800.00,3360.0,13440.0
26828,11,2,20241213,6,1,3,4,2,1900.00,380.0,1520.0
26930,6,5,20240805,15,1,3,4,8,1680.00,336.0,1344.0
27183,4,4,20231229,2,1,3,4,3,960.00,192.0,768.0
27474,8,9,20230302,6,1,3,4,9,8550.00,1710.0,6840.0
27554,7,10,20250813,14,1,3,4,6,11100.00,2220.0,8880.0
27774,9,1,20240711,5,1,3,4,5,1400.00,280.0,1120.0
27851,1,11,20241209,11,1,3,4,9,37800.00,7560.0,30240.0
27897,11,5,20251101,4,1,3,4,5,4750.00,950.0,3800.0
27965,7,3,20230317,4,1,3,4,9,16650.00,3330.0,13320.0
28341,10,5,20241128,7,1,3,4,7,2730.00,546.0,2184.0
28415,11,5,20240502,1,1,3,4,7,6650.00,1330.0,5320.0
28427,6,6,20230324,10,1,3,4,6,1260.00,252.0,1008.0
28465,2,10,20250426,4,1,3,4,7,17500.00,3500.0,14000.0
28569,2,1,20250409,11,1,3,4,6,15000.00,3000.0,12000.0
28841,1,2,20240327,12,1,3,4,2,8400.00,1680.0,6720.0
28855,9,11,20250403,2,1,3,4,7,1960.00,392.0,1568.0
28883,4,11,20250826,4,1,3,4,2,640.00,128.0,512.0
28967,7,1,20231201,3,1,3,4,1,1850.00,370.0,1480.0
29072,3,4,20250212,10,1,3,4,2,10200.00,2040.0,8160.0
29080,7,6,20240604,13,1,3,4,6,11100.00,2220.0,8880.0
29185,6,5,20230101,1,1,3,4,8,1680.00,336.0,1344.0
29339,8,5,20230927,8,1,3,4,3,2850.00,570.0,2280.0
29381,7,5,20231205,13,1,3,4,3,5550.00,1110.0,4440.0
29550,5,4,20231006,2,1,3,4,7,4760.00,952.0,3808.0
29653,1,3,20240705,10,1,3,4,1,4200.00,840.0,3360.0
29660,1,2,20231028,2,1,3,4,1,4200.00,840.0,3360.0
29989,6,1,20231014,5,1,3,4,8,1680.00,336.0,1344.0
30215,5,9,20240315,12,1,3,4,1,680.00,136.0,544.0
30267,11,11,20240609,8,1,3,4,10,9500.00,1900.0,7600.0
30449,9,6,20250104,7,1,3,4,1,280.00,56.0,224.0
30503,3,11,20250627,13,1,3,4,4,20400.00,4080.0,16320.0
30615,2,10,20230326,3,1,3,4,7,17500.00,3500.0,14000.0
30783,1,9,20230414,12,1,3,4,2,8400.00,1680.0,6720.0
30991,9,7,20251124,2,1,3,4,3,840.00,168.0,672.0
30997,1,11,20231229,5,1,3,4,9,37800.00,7560.0,30240.0
31013,11,11,20250124,12,1,3,4,4,3800.00,760.0,3040.0
31072,4,6,20230521,6,1,3,4,10,3200.00,640.0,2560.0
31149,10,9,20250326,8,1,3,4,2,780.00,156.0,624.0
31332,7,11,20230906,9,1,3,4,3,5550.00,1110.0,4440.0
31504,2,4,20230927,13,1,3,4,4,10000.00,2000.0,8000.0
31666,10,1,20240101,1,1,3,4,2,780.00,156.0,624.0
31741,1,2,20240223,6,1,3,4,8,33600.00,6720.0,26880.0
32107,1,8,20240930,11,1,3,4,5,21000.00,4200.0,16800.0
32200,6,8,20230326,9,1,3,4,5,1050.00,210.0,840.0
32360,4,8,20230301,6,1,3,4,5,1600.00,320.0,1280.0
32533,9,9,20240725,8,1,3,4,5,1400.00,280.0,1120.0
32548,9,9,20230203,5,1,3,4,2,560.00,112.0,448.0
32591,6,9,20231107,14,1,3,4,9,1890.00,378.0,1512.0
32688,7,8,20250920,2,1,3,4,2,3700.00,740.0,2960.0
32716,11,4,20230527,11,1,3,4,2,1900.00,380.0,1520.0
32786,1,9,20241118,10,1,3,4,6,25200.00,5040.0,20160.0
32801,10,4,20230910,5,1,3,4,2,780.00,156.0,624.0
32966,11,8,20231211,4,1,3,4,8,7600.00,1520.0,6080.0
32997,4,8,20230706,14,1,3,4,8,2560.00,512.0,2048.0
33067,6,2,20231011,3,1,3,4,2,420.00,84.0,336.0
33082,3,5,20240827,8,1,3,4,4,20400.00,4080.0,16320.0
33164,8,5,20230520,9,1,3,4,8,7600.00,1520.0,6080.0
33175,9,3,20240729,3,1,3,4,1,280.00,56.0,224.0
33434,8,3,20240108,1,1,3,4,1,950.00,190.0,760.0
33439,6,2,20250511,5,1,3,4,9,1890.00,378.0,1512.0
33456,8,3,20230101,14,1,3,4,5,4750.00,950.0,3800.0
33563,7,7,20240223,7,1,3,4,7,12950.00,2590.0,10360.0
33764,9,7,20240118,15,1,3,4,3,840.00,168.0,672.0
33781,9,8,20250722,10,1,3,4,6,1680.00,336.0,1344.0
34072,6,1,20241107,5,1,3,4,2,420.00,84.0,336.0
34080,7,1,20230128,11,1,3,4,1,1850.00,370.0,1480.0
34165,7,1,20251225,9,1,3,4,2,3700.00,740.0,2960.0
34394,10,2,20251108,3,1,3,4,5,1950.00,390.0,1560.0
34430,2,10,20250507,2,1,3,4,4,10000.00,2000.0,8000.0
34658,5,7,20250411,9,1,3,4,7,4760.00,952.0,3808.0
34721,2,7,20240618,4,1,3,4,8,20000.00,4000.0,16000.0
34831,9,11,20250804,9,1,3,4,1,280.00,56.0,224.0
34840,3,3,20250903,14,1,3,4,10,51000.00,10200.0,40800.0
203,7,6,20230713,11,1,3,1,6,11100.00,2220.0,8880.0
227,6,5,20240508,12,1,3,1,6,1260.00,252.0,1008.0
473,8,2,20240618,13,1,3,1,6,5700.00,1140.0,4560.0
503,3,5,20230412,12,1,3,1,7,35700.00,7140.0,28560.0
598,9,8,20230721,11,1,3,1,5,1400.00,280.0,1120.0
692,6,8,20230425,12,1,3,1,3,630.00,126.0,504.0
759,10,4,20231002,4,1,3,1,8,3120.00,624.0,2496.0
779,1,3,20230308,3,1,3,1,3,12600.00,2520.0,10080.0
800,9,5,20230709,3,1,3,1,4,1120.00,224.0,896.0
860,5,3,20250306,13,1,3,1,7,4760.00,952.0,3808.0
873,9,8,20230329,1,1,3,1,6,1680.00,336.0,1344.0
957,2,5,20230911,1,1,3,1,2,5000.00,1000.0,4000.0
985,10,2,20231214,15,1,3,1,6,2340.00,468.0,1872.0
1135,3,9,20230909,10,1,3,1,7,35700.00,7140.0,28560.0
1173,1,6,20230824,1,1,3,1,9,37800.00,7560.0,30240.0
1215,4,8,20251030,7,1,3,1,2,640.00,128.0,512.0
1405,6,8,20230503,13,1,3,1,3,630.00,126.0,504.0
1415,10,8,20230118,1,1,3,1,5,1950.00,390.0,1560.0
1491,1,9,20250820,15,1,3,1,2,8400.00,1680.0,6720.0
1497,5,1,20241105,2,1,3,1,5,3400.00,680.0,2720.0
1532,5,8,20230325,5,1,3,1,8,5440.00,1088.0,4352.0
1579,10,10,20230615,12,1,3,1,7,2730.00,546.0,2184.0
1644,5,8,20230725,11,1,3,1,7,4760.00,952.0,3808.0
1807,8,2,20250906,9,1,3,1,4,3800.00,760.0,3040.0
1931,1,10,20230104,1,1,3,1,3,12600.00,2520.0,10080.0
2038,11,4,20251208,15,1,3,1,4,3800.00,760.0,3040.0
2132,3,5,20250316,10,1,3,1,7,35700.00,7140.0,28560.0
2156,2,10,20240606,12,1,3,1,9,22500.00,4500.0,18000.0
2194,10,8,20250411,15,1,3,1,7,2730.00,546.0,2184.0
2442,3,11,20241225,13,1,3,1,1,5100.00,1020.0,4080.0
2516,10,1,20230622,14,1,3,1,8,3120.00,624.0,2496.0
2539,3,11,20230621,11,1,3,1,9,45900.00,9180.0,36720.0
2569,8,9,20240708,3,1,3,1,8,7600.00,1520.0,6080.0
2853,11,3,20250427,5,1,3,1,8,7600.00,1520.0,6080.0
3357,7,4,20251223,7,1,3,1,3,5550.00,1110.0,4440.0
3429,3,5,20250222,11,1,3,1,7,35700.00,7140.0,28560.0
3454,11,11,20230704,15,1,3,1,9,8550.00,1710.0,6840.0
3632,5,9,20230916,1,1,3,1,8,5440.00,1088.0,4352.0
3731,11,10,20230331,2,1,3,1,2,1900.00,380.0,1520.0
3766,9,6,20240818,12,1,3,1,2,560.00,112.0,448.0
3837,8,3,20240515,2,1,3,1,4,3800.00,760.0,3040.0
4009,10,6,20251031,1,1,3,1,9,3510.00,702.0,2808.0
4040,11,1,20240207,2,1,3,1,4,3800.00,760.0,3040.0
4198,1,10,20241111,13,1,3,1,2,8400.00,1680.0,6720.0
4282,2,9,20230625,11,1,3,1,6,15000.00,3000.0,12000.0
4320,6,3,20231222,10,1,3,1,10,2100.00,420.0,1680.0
4565,9,8,20240504,5,1,3,1,2,560.00,112.0,448.0
4746,2,8,20231104,3,1,3,1,6,15000.00,3000.0,12000.0
4751,2,5,20250921,15,1,3,1,9,22500.00,4500.0,18000.0
5032,9,2,20240319,5,1,3,1,2,560.00,112.0,448.0
5079,9,3,20230628,5,1,3,1,9,2520.00,504.0,2016.0
5085,7,1,20230907,2,1,3,1,4,7400.00,1480.0,5920.0
5105,8,3,20240927,11,1,3,1,10,9500.00,1900.0,7600.0
5107,6,11,20240928,8,1,3,1,1,210.00,42.0,168.0
